Genes,Moran's I score,P-values,Adjusted P-values,Gene Indices
PCDH12,0.013394790345186938,0.0133,,3762
POMC,0.013393021175512299,0.0133,,1398
HADHA,0.013392153519386437,0.0133,,1405
ANKRA2,0.013385314137918925,0.0133,,3527
RP11-479G22.8,0.013385055263692049,0.0133,,7494
LINC01547,0.013377243159289686,0.0134,,13161
JAM2,0.013376833183366393,0.0134,,13792
F8,0.013374612036350696,0.0134,,5693
TSC22D1,0.013372656210647423,0.0134,,8682
PER1,0.01336467214343974,0.0134,,10513
SLC35C2,0.013361976362870866,0.0135,,11607
FKBP14,0.013356611180426683,0.0135,,4726
UNG,0.01335508578665909,0.0135,,8417
ADCK1,0.01335326093445653,0.0135,,9186
ELL,0.01334813787123717,0.0135,,12098
EIF3D,0.01333135300750923,0.0136,,12864
PI4K2A,0.013329635750001715,0.0136,,7707
LEPR,0.01332935307982694,0.0136,,13808
SNF8,0.013329081747166327,0.0136,,10894
TRAV4,0.013325718246070008,0.0137,,8841
RP11-51J9.5,0.013319670946781362,0.0137,,5803
RIPK2,0.013318777995582575,0.0137,,5946
FANCI,0.013313091401459464,0.0137,,9659
MLLT3,0.01330812602528176,0.0138,,6190
FAM101B,0.013303031308101235,0.0138,,10373
RAD17,0.013301742152642784,0.0138,,3509
EIF2S1,0.013298798882082097,0.0138,,9097
CHCHD5,0.013287302485710611,0.0139,,1789
LAMTOR3,0.013283278153728642,0.0139,,3185
STX16,0.013281426023446175,0.0139,,11656
TOR1AIP2,0.013260003361707063,0.014,,1047
APPBP2,0.013259426312029808,0.014,,10976
KMT5C,0.013256146032688876,0.0141,,12600
FAIM2,0.01325254751400176,0.0141,,8125
MRPL21,0.013248570115385454,0.0141,,7107
NCF1,0.013242373664817697,0.0141,,4862
APOLD1,0.013240134619722732,0.0141,,7994
SIRT5,0.013233079364858086,0.0142,,3966
THOC3,0.013228960846145605,0.0142,,3852
PIGT,0.013227126521016742,0.0142,,11590
POLDIP2,0.01322574857373726,0.0142,,10616
AMPD2,0.01322098832036784,0.0143,,657
TMEM62,0.013218207726576153,0.0143,,9399
FARSB,0.01321555983760897,0.0143,,2116
FLOT1,0.013214298676578268,0.0143,,4096
RECK,0.013211871256565687,0.0143,,6255
TNFRSF10A,0.013204714398248657,0.0144,,5767
SELM,0.013202968273499148,0.0144,,12835
TMEM101,0.013199717094691126,0.0144,,10818
TRAPPC11,0.013186881848195648,0.0145,,3343
HABP4,0.01318683672414313,0.0145,,6362
SUDS3,0.013178741085333021,0.0145,,8481
PRDM15,0.013173567696031417,0.0145,,13126
C14orf119,0.013171181462230369,0.0146,,8903
SIDT1,0.013170433935997209,0.0146,,2626
ETNK2,0.013169789253753781,0.0146,,1133
APOD,0.013168151213385283,0.0146,,2897
NCK1-AS1,0.013164499457295928,0.0146,,2734
PNN,0.01315266498849755,0.0147,,8980
AP001610.5,0.013148367435983545,0.0147,,13125
EPB41L4A-AS1,0.01314716305187599,0.0147,,3622
GRAP,0.013146725664863964,0.0147,,10590
TMEM97,0.013145650148415173,0.0147,,10613
GCC2,0.013138403832479226,0.0148,,1766
RP11-77K12.1,0.013133789602458994,0.0148,,10276
AGMAT,0.0131303289276908,0.0148,,143
ZNF880,0.013130065638738413,0.0148,,12548
MRPL4,0.013123472346600214,0.0148,,11926
KIAA0368,0.013115141395706036,0.0149,,6409
ABHD5,0.013108644893796442,0.0149,,2356
LACTB,0.013104193766967125,0.015,,9489
YWHAH,0.01309994245992639,0.015,,12847
KIF2A,0.013098454291802992,0.015,,3483
MEX3B,0.013097019064545183,0.015,,9625
LINC01480,0.013095155448105572,0.015,,12344
PIK3CG,0.013095121808617228,0.015,,5029
GEMIN6,0.013083168581024117,0.0151,,1481
AGFG2,0.013081097430433411,0.0151,,4970
RGS6,0.013078821870412712,0.0151,,14024
TRIM61,0.013077176652949355,0.0151,,3314
CLSTN1,0.01307122743361378,0.0152,,105
C2CD4A,0.01306924611939458,0.0152,,14034
PCNXL4,0.013066920574069527,0.0152,,9057
BRD2,0.013060670680743996,0.0152,,4174
UNKL,0.013059592517755356,0.0152,,9752
CCDC90B,0.013058641133044306,0.0152,,7192
PLEK2,0.013055585052741275,0.0153,,9098
GLRX3,0.01305506737475011,0.0153,,7858
SCAP,0.013053327783882901,0.0153,,2392
SLC25A19,0.013047610730878071,0.0153,,11069
RP11-806H10.4,0.013043367269881269,0.0153,,11122
TBC1D1,0.013036712484617213,0.0154,,3047
GCA,0.01303042954268082,0.0154,,1899
PANK1,0.013028464062609825,0.0154,,7664
DDA1,0.013027881576932628,0.0154,,12070
TEP1,0.013027060794144198,0.0154,,8820
RP11-214O1.3,0.013014043037427774,0.0155,,10543
VAMP1,0.013009866322308042,0.0155,,7911
BRMS1L,0.013005228645758874,0.0156,,8975
TRIM27,0.012999928725909726,0.0156,,4070
EBLN3,0.012997207902589677,0.0156,,6260
HDAC3,0.012996893767534492,0.0156,,3757
TCEANC2,0.012995714219925163,0.0156,,496
LOXL1-AS1,0.012994328261425783,0.0156,,9561
FLYWCH1,0.012984786972277193,0.0157,,9809
HOOK2,0.012981499578745342,0.0157,,11994
APOBEC3H,0.01297391249383575,0.0158,,12913
PAIP1,0.012969137453281569,0.0158,,3446
CEP135,0.012964339455414227,0.0158,,3093
KLHL36,0.012962820283934324,0.0158,,10309
DGKH,0.012961021556510749,0.0159,,8674
BAD,0.012959817517220596,0.0159,,6978
WDR46,0.012955043443359645,0.0159,,4188
ECSIT,0.012950646699258729,0.0159,,11965
HNRNPH3,0.012949062023274038,0.0159,,7558
PSMB4,0.01294799498037277,0.0159,,829
PIGB,0.012946409382668852,0.016,,9465
R3HCC1L,0.012945771528442172,0.016,,7711
LARP1,0.01293666667808317,0.016,,3806
HJURP,0.012933533352205177,0.016,,2156
APOBEC3F,0.012925429259775915,0.0161,,12911
NPL,0.012920632646125729,0.0161,,1061
IGHG1,0.012915122996855306,0.0162,,9301
ARL4A,0.012899616796054822,0.0163,,4684
SYNGR3,0.012898142792222515,0.0163,,9777
KIAA0196,0.012895611892835791,0.0163,,6048
GDPD1,0.012888646096294554,0.0163,,10963
C4orf26,0.012886729044680006,0.0163,,13573
MANF,0.012880511871513782,0.0164,,2473
ETFA,0.012872606627100307,0.0164,,9594
NDUFA10,0.012866469811691213,0.0165,,2173
POLE,0.012860752120782646,0.0165,,8582
CHD1L,0.012859376191136985,0.0165,,764
TRAV5,0.012858681507155828,0.0165,,8842
NUPL2,0.012857614614748545,0.0165,,4703
YIF1A,0.012854644901574789,0.0166,,7051
KIAA0907,0.012853579922104771,0.0166,,904
HSPA2,0.012847686388711222,0.0166,,9085
STARD4,0.012847251971183018,0.0166,,3620
AKT1S1,0.012843148101790484,0.0166,,12511
ATRX,0.012839496962228516,0.0167,,5502
ZNF326,0.012838157543566325,0.0167,,588
STBD1,0.012838004552072107,0.0167,,13575
TRGC1,0.012832769506478572,0.0167,,4753
ATP6AP1,0.012823398273726411,0.0168,,5680
MED4,0.012801427558735663,0.0169,,8698
MEX3D,0.012797700390297368,0.0169,,11762
PDXK,0.012797408475241478,0.0169,,13143
THAP7,0.012795829886514787,0.0169,,12748
ARGLU1,0.012792431309356351,0.017,,8786
USP18,0.01279101096852469,0.017,,12718
PABPC3,0.01279088194752497,0.017,,8618
TFAP4,0.012790339388292606,0.017,,9838
C6orf48,0.012788040488230477,0.017,,4138
PPP1R3B,0.012786565124758906,0.017,,5717
AC013264.2,0.012777819066768868,0.0171,,2003
TMEM160,0.012777618089510312,0.0171,,12445
ORMDL2,0.01277681319358862,0.0171,,8193
CDKN2D,0.012773581953832852,0.0171,,11941
TTC37,0.012769593952195388,0.0171,,3592
SIKE1,0.012768271810167351,0.0171,,711
TP63,0.012767795298860959,0.0171,,2882
MALSU1,0.01276777935658086,0.0171,,4704
ZNF146,0.012763492129488234,0.0172,,12232
ZNF486,0.012763083218417863,0.0172,,12137
DGCR6L,0.01276304412434676,0.0172,,12740
RFWD3,0.012762552052591875,0.0172,,10269
IQCE,0.012761450432080802,0.0172,,4641
RRP12,0.012758541714599215,0.0172,,7701
RP11-493L12.5,0.012756996401721139,0.0172,,8085
PEX11B,0.012752823262154746,0.0172,,752
ECI1,0.012751044944582377,0.0173,,9791
RALB,0.012745582306158555,0.0173,,1812
SMARCC2,0.012740346890584125,0.0173,,8210
CTD-2026K11.4,0.012733467073809249,0.0174,,9590
UQCC2,0.01272204298691363,0.0175,,4202
WDR61,0.012720431745400699,0.0175,,9606
CENPV,0.012713666665827069,0.0175,,10553
EMC8,0.012705730924043144,0.0176,,10316
OSBPL5,0.012702388913501306,0.0176,,6711
VPS50,0.012701194519211149,0.0176,,4914
TDRKH,0.012696511198488353,0.0176,,837
TOR4A,0.012690999048864242,0.0177,,6634
F12,0.012690090325467031,0.0177,,3872
TOP3B,0.012689823075360382,0.0177,,12760
ARID1A,0.012689295601333937,0.0177,,244
CECR5,0.012685716267386547,0.0177,,12707
DYRK1B,0.01268481970005802,0.0177,,12307
MLLT1,0.012676025764421197,0.0178,,11857
IGSF3,0.012673341075007423,0.0178,,13814
RALBP1,0.012668283000984935,0.0178,,11230
SMCR8,0.012665917995616567,0.0179,,10581
DUS3L,0.01266073062752551,0.0179,,11849
MRPL49,0.012653770595859775,0.0179,,7008
TMED10,0.012645404668506074,0.018,,9160
KIAA0232,0.012640541278490194,0.018,,2998
HCCS,0.012638871457182519,0.018,,5301
TIMELESS,0.012627948282363985,0.0181,,8221
FBLN5,0.012620574211145623,0.0182,,9213
DCAF12,0.012619003324004945,0.0182,,6221
ZBP1,0.012607986526311293,0.0183,,11651
AC009065.4,0.012606908506249239,0.0183,,9793
PPT1,0.012604325390744768,0.0183,,378
LARP1B,0.012595510295165072,0.0184,,3256
SRSF11,0.012589994004141918,0.0184,,534
RHOT1,0.012585531504595342,0.0184,,10674
ITPR2,0.012583563951836371,0.0184,,8027
ASB16-AS1,0.012579052320396758,0.0185,,10823
COQ10B,0.012576618782282752,0.0185,,2005
RAP2B,0.012567946368819537,0.0186,,2781
FBXO48,0.012567078417251716,0.0186,,1580
TRBV10-1,0.012564996662080975,0.0186,,5158
CTDSP1,0.0125595925123846,0.0186,,2087
TMEM55A,0.012557237976869055,0.0186,,5952
SLC19A2,0.012552714959773843,0.0187,,1011
ALS2,0.01255169426688309,0.0187,,2036
SIRT6,0.012547487072416742,0.0187,,11823
PDE1B,0.012545216710390664,0.0187,,8186
GATSL3,0.01254504147443474,0.0187,,12819
ZNF408,0.012539084029405937,0.0188,,6858
RNASEK,0.01253532505927573,0.0188,,10464
RP4-605O3.4,0.012534984031656373,0.0188,,8129
C2orf66,0.012528570765420707,0.0189,,2000
ITPKC,0.012518228939797598,0.0189,,12327
ANKRD49,0.012510093776416594,0.019,,7215
CCNB1IP1,0.01250454343932406,0.019,,8817
TTC19,0.012502230306770177,0.019,,10549
CMC2,0.012501722517767759,0.0191,,10291
EVC2,0.012492875399042043,0.0191,,2987
MAP3K1,0.012491503217740278,0.0191,,3472
PSEN1,0.012487810269901855,0.0192,,9128
IDH3A,0.01248686722731819,0.0192,,9603
TRBV19,0.012486484541659624,0.0192,,5180
L3MBTL3,0.012478610715865767,0.0192,,4487
SNRNP25,0.012475885792493053,0.0192,,9712
PAAF1,0.012475359837778045,0.0193,,7141
HAUS7,0.012474448890424778,0.0193,,5656
C17orf96,0.01247263147174723,0.0193,,10723
NOTCH2,0.012470148126235881,0.0193,,728
SYF2,0.012469040317535011,0.0193,,221
ECHS1,0.012464929656604477,0.0193,,7872
TOM1,0.012458645737011673,0.0194,,12854
ATG13,0.01245119201539959,0.0194,,6856
ZNF581,0.012449494610941653,0.0194,,12612
HIST3H2A,0.012449020793994181,0.0195,,1242
ADHFE1,0.012446580727181382,0.0195,,5899
PDCD6,0.012444018904000122,0.0195,,3363
VPS72,0.012442338318957512,0.0195,,821
RDX,0.012441436888278002,0.0195,,7256
PEX19,0.012436467171517777,0.0195,,946
MYH9,0.0124300691744706,0.0196,,12861
CDK14,0.012428739927316464,0.0196,,4901
XKRX,0.012428085318748325,0.0196,,13939
FAHD2A,0.012426365875463152,0.0196,,1695
MTR,0.012424418169179805,0.0196,,1291
RBL2,0.012422903769557415,0.0197,,10108
GPR137,0.012419890043626806,0.0197,,6979
APPL2,0.01241626668818339,0.0197,,8394
PAK1IP1,0.012414401341490798,0.0197,,3955
CCDC97,0.012409228344380555,0.0198,,12337
SYNJ2,0.01240193301183391,0.0198,,4572
PPP2R3C,0.01240177102940809,0.0198,,8970
ACOXL,0.012387216022668603,0.0199,,13846
GLT8D1,0.012384904187993121,0.0199,,2503
SSR2,0.012375753243076215,0.02,,906
UCHL5,0.01237032646717026,0.0201,,1081
ACTR8,0.012368602285841957,0.0201,,2515
SMIM12,0.01236335678692426,0.0201,,319
HPS6,0.012356054527439783,0.0202,,7742
ANP32B,0.012354977858545729,0.0202,,6377
MRPL38,0.01234769767431644,0.0202,,11083
SF3B4,0.012345099343480739,0.0203,,790
STK24,0.012342080740737393,0.0203,,8766
TOP2A,0.0123392782641779,0.0203,,10758
SNRNP70,0.012338889444029397,0.0203,,12485
UBQLN2,0.012337664933969025,0.0203,,5449
UBA6-AS1,0.012331460100212209,0.0204,,3106
PDAP1,0.012329102481059194,0.0204,,4934
TNRC6B,0.012324951361475192,0.0204,,12924
KPNB1,0.01232088022848608,0.0205,,10870
TRIM38,0.012316814851159442,0.0205,,3999
ZNF227,0.012311016314063587,0.0205,,12394
SLC29A2,0.012306691616142208,0.0206,,7056
YTHDF2,0.01230327452902259,0.0206,,278
CNOT8,0.012297205622431143,0.0206,,3807
TCEAL8,0.01229283486318991,0.0207,,5540
DDX58,0.012290924391924979,0.0207,,6204
NAGK,0.012282998795449362,0.0208,,1600
CTBS,0.01228231378829435,0.0208,,559
TUBG2,0.012273108602478546,0.0208,,10794
FADD,0.012271181940658973,0.0209,,7112
TIMM22,0.012268412829411697,0.0209,,10379
STAMBP,0.01226717606339032,0.0209,,1617
BUB1B,0.012262811129656572,0.0209,,9351
BNIP3,0.012252926832655794,0.021,,7860
GTF2B,0.012250513462887976,0.021,,575
TMEM169,0.01224987074153155,0.021,,13854
SNRNP27,0.012247386623747499,0.021,,1588
NOL8,0.012244857594756334,0.0211,,6340
RSPRY1,0.012244770258206875,0.0211,,10133
BCAS4,0.012242844124135888,0.0211,,11631
SMIM8,0.012233286062182795,0.0212,,4379
MID1IP1,0.012225961182211446,0.0212,,5350
SUV39H2,0.012224037601970288,0.0212,,7436
LINC00987,0.012223090662630616,0.0212,,7962
JOSD1,0.012219695291387665,0.0213,,12897
ATP5H,0.012215336845396442,0.0213,,11058
CCDC15,0.012204473901555924,0.0214,,7350
RP11-11N9.4,0.01219912586724022,0.0214,,13614
UEVLD,0.012198591506832376,0.0214,,6790
DLG4,0.012194769209336109,0.0215,,10470
OGDH,0.012192935628751496,0.0215,,4789
FKBP3,0.012190605797135495,0.0215,,8988
UBA3,0.012187262943254614,0.0215,,2549
ELOVL4,0.012181451110247704,0.0216,,4363
RAD51C,0.012180990435793966,0.0216,,10957
CHRM3-AS2,0.012179142084266029,0.0216,,1294
RUBCN,0.012174548607475926,0.0216,,2921
SRA1,0.012166685500725829,0.0217,,3741
PLOD3,0.012164514082668226,0.0217,,4990
TMOD3,0.01216009987227788,0.0218,,9453
GNL1,0.012158519931844523,0.0218,,4083
ATE1,0.012156111050557316,0.0218,,7827
CARD19,0.012155082576586953,0.0218,,6347
NFATC2,0.012149252654997608,0.0219,,11636
EPN2,0.012146052568310306,0.0219,,10593
SLC25A13,0.0121457310172325,0.0219,,4921
SPG21,0.012143175286091658,0.0219,,9511
LINC01184,0.012142676163549714,0.0219,,3657
CPQ,0.012142049995056872,0.0219,,5974
MIER3,0.012141876161215783,0.0219,,3474
FOXK2,0.012136104348381221,0.022,,11192
PSMD6,0.012134419843160636,0.022,,2539
MST1,0.012131979253367427,0.022,,2440
ZNHIT1,0.012130633918776735,0.022,,4991
PARP2,0.012123193012759914,0.0221,,8819
NDC80,0.012121983447734738,0.0221,,11208
CASK,0.012121532591081209,0.0221,,5359
RBAK-RBAKDN,0.012119947164423163,0.0221,,4648
CALR,0.01211721995567707,0.0221,,12002
IL26,0.012116741208175168,0.0221,,8286
FAM50B,0.012116399182478284,0.0221,,3937
ABCC1,0.012112572989735866,0.0222,,9907
ZNF138,0.012106872217502201,0.0222,,4821
TFEB,0.012104793410392188,0.0222,,4255
RP11-498C9.3,0.01210397844066216,0.0222,,11165
IGKV1-5,0.012100366250691823,0.0223,,1689
ADAMTS10,0.01209522673486164,0.0223,,11903
SMKR1,0.012094725539751649,0.0223,,5085
SMC3,0.012094199428570752,0.0223,,7785
FMR1,0.012090611177776154,0.0224,,5636
KRT80,0.012086463578448465,0.0224,,14248
FAM111A,0.012082421950322905,0.0224,,6896
SRP54,0.012081478077970992,0.0224,,8968
SART3,0.012078454007884685,0.0225,,8409
CKAP2L,0.012076323293290368,0.0225,,1792
FBXO38,0.012075738356733588,0.0225,,3777
SPAG7,0.012070201224185086,0.0225,,10440
ANAPC15,0.01206719329445015,0.0226,,7126
ROGDI,0.012058946295890492,0.0226,,9852
C17orf80,0.012057853358098385,0.0226,,11042
EIF3G,0.012053711349771769,0.0227,,11923
CHAMP1,0.012052652707335727,0.0227,,8813
LRPPRC,0.012052129770606487,0.0227,,1496
HYOU1,0.012044715115630088,0.0228,,7316
DCAF8,0.012044634704660384,0.0228,,944
NUDT18,0.012043356882628873,0.0228,,5750
MREG,0.012038777678539352,0.0228,,2075
HEXA,0.0120335365654541,0.0229,,9552
CPSF6,0.012019757520493349,0.023,,8296
FGFR1OP,0.012017517333046863,0.023,,4601
DNAJB2,0.012016784363524081,0.023,,2108
ACSL1,0.012014832233463085,0.023,,3349
AMDHD2,0.012014195659510177,0.023,,9799
BCL6,0.01200716234423542,0.0231,,2879
IFRD2,0.012005959546577788,0.0231,,2455
ZNF410,0.011998872102337643,0.0232,,9138
POU3F1,0.011998355426678368,0.0232,,362
ZMPSTE24,0.011993957450650765,0.0232,,381
RPS17,0.011992895160639795,0.0232,,9630
MX1,0.011991490151130508,0.0232,,13124
P2RX5,0.011987430163657893,0.0233,,10413
INSL3,0.011980462503887561,0.0233,,12082
RPL17,0.011978033423209248,0.0233,,11304
ATP10D,0.011963719392800432,0.0235,,3072
SEMA4A,0.011957757148049324,0.0235,,910
LINC01572,0.011950821804339104,0.0236,,10263
TMEM254,0.011942571332135386,0.0237,,7634
NFATC2IP,0.011935602336531072,0.0237,,9986
CRBN,0.011935247172552838,0.0237,,2202
TLR1,0.011932539866116438,0.0238,,3049
RP11-479O9.4,0.011931141094840624,0.0238,,4826
CAPN10-AS1,0.01192788057364443,0.0238,,2179
GGCT,0.01192520021654033,0.0238,,4733
FAM210B,0.01192346620509578,0.0238,,11642
NR5A2,0.011920070032904993,0.0239,,13517
CCL4L2,0.011917921556849903,0.0239,,10707
BDH1,0.011917702858418377,0.0239,,2920
LINC00265,0.011915852781752785,0.0239,,4765
SYS1,0.011910649835429856,0.024,,11587
CPSF3,0.011910567492289208,0.024,,1349
CAMKMT,0.011909155287183925,0.024,,1500
RPRD1A,0.01190787762347283,0.024,,11282
MKRN1,0.011902907356154591,0.024,,5135
DOK3,0.011899605801179412,0.0241,,3877
PRKCE,0.011897861468739182,0.0241,,1502
PRPS2,0.01189774463752835,0.0241,,5303
TTYH3,0.011894733983511338,0.0241,,4642
GALNT11,0.011891223425937696,0.0241,,5252
EIF2D,0.011889371725392311,0.0241,,1152
FAM96B,0.01188550653118123,0.0242,,10168
ACTR3C,0.011883387564342943,0.0242,,5222
TSGA10,0.011882571867802116,0.0242,,1733
PADI4,0.011877697328599434,0.0243,,13801
SEMA3B,0.01187465965212153,0.0243,,2454
TMEM57,0.011874061199690904,0.0243,,224
FBXL18,0.011867506197126291,0.0244,,4652
NOLC1,0.011860314986077355,0.0244,,7745
AKAP17A,0.011858252574657098,0.0244,,5286
LMNB2,0.011847963050625012,0.0245,,11789
HSDL1,0.011846195988727852,0.0245,,10305
IRS2,0.01184591744649144,0.0246,,8790
MKI67,0.011844042931647905,0.0246,,7855
EMC3,0.011842855613486566,0.0246,,2234
MELK,0.011841071929287876,0.0246,,13341
HARS,0.011829281463481441,0.0247,,3751
RP11-649A18.12,0.011827045809979236,0.0247,,11068
KDM7A,0.011826558842567272,0.0247,,5131
RRAGD,0.011826348399316,0.0247,,4389
CMB9-22P13.1,0.011826192651285417,0.0247,,7018
GS1-600G8.5,0.011822408087097752,0.0248,,14236
RP11-672A2.6,0.01181698601429043,0.0248,,14174
PCMTD1,0.011816232952792154,0.0248,,5865
AKAP8,0.011815355010271646,0.0248,,12039
RP11-428J1.5,0.011813901901066308,0.0249,,13590
PPP2R2A,0.0118054022401079,0.0249,,5780
SLC25A33,0.011800953402064593,0.025,,100
CIR1,0.01179699830445892,0.025,,1929
PSPC1,0.01179504087053578,0.025,,8597
TMEM91,0.011789718731748298,0.0251,,12338
ABCB1,0.011788529721168383,0.0251,,4894
NUDT2,0.011788190986961766,0.0251,,6223
HEXIM1,0.011785608502777836,0.0251,,10842
NCR1,0.011784964463233535,0.0251,,12589
GMPS,0.011780592524109748,0.0252,,2786
ZFHX3,0.011780159856084564,0.0252,,10264
STUB1,0.011778102532230966,0.0252,,9733
MRPL45,0.011773430351604006,0.0252,,10721
PRPSAP1,0.011766110783409578,0.0253,,11096
NCK2,0.01175186930730745,0.0254,,1762
FBXO34,0.011751371360994467,0.0254,,9039
TRAV14DV4,0.011750637628418393,0.0255,,8853
SZRD1,0.01174598990725813,0.0255,,154
MCM6,0.01174545493905631,0.0255,,1853
RMND5B,0.011744769756064482,0.0255,,3885
BMP2K,0.011741696956850817,0.0255,,3134
ZNF10,0.011737982774143408,0.0256,,8594
C5orf51,0.011737412423163946,0.0256,,3434
RABEP1,0.01173489632932601,0.0256,,10449
SSBP1,0.01173477787181443,0.0256,,5145
EIF5A2,0.01173097596459273,0.0256,,2820
EIF2S2,0.011730864286208788,0.0256,,11511
C3orf52,0.011727128152033792,0.0257,,2613
RHOQ,0.011725108038958217,0.0257,,1505
FBL,0.011724616787734555,0.0257,,12308
MUL1,0.01172303180584223,0.0257,,181
NCR3,0.011719736202115869,0.0257,,4119
REST,0.011718691283338908,0.0258,,3101
PRPF4B,0.011717533231743717,0.0258,,3938
TRAV23DV6,0.011714313612723223,0.0258,,8864
GPR35,0.011708098264393967,0.0259,,2181
ATP10A,0.011707448459666469,0.0259,,9315
UBAP2L,0.01170621872672202,0.0259,,864
SAMD9,0.011703842210282898,0.0259,,4912
UTP4,0.011701225042884168,0.0259,,10227
CTA-292E10.6,0.011701104396949689,0.0259,,12803
SLC22A4,0.011694488152403437,0.026,,13282
TCEB1,0.011683028498923961,0.0261,,5918
KIF26B,0.011682950284241806,0.0261,,13832
ST6GAL1,0.011682208485125169,0.0261,,2876
NUP133,0.011679612230451811,0.0261,,1248
HIVEP2,0.011678286838048047,0.0262,,4521
FEZ1,0.0116778634233308,0.0262,,7352
PDIA4,0.011677584071111791,0.0262,,5208
SNX10,0.011675662252389734,0.0262,,4717
ARID1B,0.01167483119522468,0.0262,,4567
PTBP3,0.01167455312496037,0.0262,,6417
C8orf59,0.011669564001000015,0.0262,,5939
TRIM45,0.01166706013999651,0.0263,,13817
PSMG3,0.011667005773752147,0.0263,,4631
IRAK1BP1,0.011654161151099855,0.0264,,4358
ACRBP,0.011653040202262694,0.0264,,7922
ERBB2IP,0.0116478689140439,0.0265,,3496
CERS6,0.011644806532893593,0.0265,,1903
NLRC5,0.011642123391048666,0.0265,,10130
MSRB1,0.011640524872720834,0.0265,,9770
DEGS1,0.011635859456250593,0.0266,,1212
ADAR,0.011635431525781548,0.0266,,869
THAP1,0.011634534726369137,0.0266,,5854
MAP3K6,0.011633246806879287,0.0266,,255
CLASP1,0.011624709395663103,0.0267,,1813
RP11-295P9.13,0.011623703977320023,0.0267,,7431
EPHB1,0.01162307134544259,0.0267,,14225
CHERP,0.011617322090676917,0.0268,,12054
NAP1L5,0.011613850374435575,0.0268,,3169
MIA3,0.011612700109321951,0.0268,,1203
SORBS1,0.011609303652375733,0.0268,,7685
ACER3,0.011608103683807826,0.0268,,7168
CLNK,0.011603839097476499,0.0269,,3013
ACSL6,0.011603024036305995,0.0269,,3665
TRIP6,0.011602126960792936,0.0269,,4980
VPS51,0.011601028405881203,0.0269,,7003
NOL7,0.011594640399719556,0.027,,3968
PIM1,0.011592258826821456,0.027,,4237
CHFR,0.011591009679157806,0.027,,8587
STX6,0.01158964870027603,0.027,,1055
CNBD2,0.011583215067804666,0.0271,,11539
VDAC2,0.011582331443443287,0.0271,,7621
ZDHHC21,0.011580136901646384,0.0271,,6177
RP4-816N1.6,0.011573609984439442,0.0272,,7891
YAF2,0.011568968027503937,0.0272,,8067
ANKRD36B,0.011568550964200036,0.0272,,1721
CRK,0.011566962869777125,0.0273,,10382
SMIM11B,0.011565995007755955,0.0273,,13039
PRR3,0.01156533949855772,0.0273,,4084
RP11-79H23.3,0.011563132897682819,0.0273,,13615
SMAP1,0.011561272870251552,0.0273,,4341
NAGA,0.011557268469122504,0.0274,,12953
FMNL3,0.011555045988874451,0.0274,,8121
ZNF79,0.011549106190113635,0.0274,,6483
FBXW9,0.011537167891800407,0.0276,,11990
MCTS1,0.01153471321883362,0.0276,,5590
TOLLIP,0.011532693202991795,0.0276,,6690
ACTL6A,0.011531786088672608,0.0276,,2832
FOSB,0.011530861050055333,0.0276,,12415
SAP30BP,0.011527228881025139,0.0277,,11075
FBXO42,0.011522735138836676,0.0277,,153
NKRF,0.01151360080114296,0.0278,,5579
LTB4R2,0.011506935489983838,0.0279,,8942
TNPO1,0.011506370644359745,0.0279,,3522
PACSIN2,0.011499098628954705,0.028,,12966
ANAPC13,0.011495478489699491,0.028,,2727
THYN1,0.01149188617140324,0.028,,7382
TMEM117,0.011488165509626013,0.0281,,8074
PFKL,0.011482482667215996,0.0281,,13152
RP11-111F5.4,0.011481523969986857,0.0281,,6279
MSMO1,0.01147601195693139,0.0282,,3318
WWTR1,0.011472448373818925,0.0282,,2767
C10orf128,0.011470460090572473,0.0283,,7528
RFFL,0.011464738188878157,0.0283,,10684
AC145212.2,0.011458046169557758,0.0284,,13194
CEBPZ,0.011457447449980727,0.0284,,1470
SPTLC2,0.01145313274965383,0.0284,,9182
CFAP70,0.011452099484680747,0.0285,,7602
ABLIM2,0.01145093018670215,0.0285,,3005
NIFK,0.011446642420893069,0.0285,,1816
PELI2,0.011439854437965406,0.0286,,9042
C1orf122,0.011438322166638714,0.0286,,356
C11orf96,0.011430142487288745,0.0287,,6839
NDUFAF5,0.011428980859688811,0.0287,,11444
MITD1,0.011426400197729664,0.0287,,1736
BCL7A,0.011424225013144378,0.0287,,8525
PPHLN1,0.011420676807048728,0.0288,,8068
TSR3,0.011420669169386806,0.0288,,9750
MRFAP1L1,0.011416986849430433,0.0288,,2996
SBDS,0.011414475862118112,0.0289,,4841
XPO6,0.01141345931329246,0.0289,,9968
RHOC,0.011408697365122915,0.0289,,694
RYR2,0.011406989329467515,0.0289,,1292
TET2-AS1,0.01139517822294365,0.0291,,13880
PLEKHJ1,0.011391455075278811,0.0291,,11780
NELFCD,0.01138482823363351,0.0292,,11659
NSL1,0.011382489078376391,0.0292,,1184
GUK1,0.011381423128523664,0.0292,,1237
NSD1,0.011380698983034539,0.0292,,3866
CREB1,0.011379170600063108,0.0292,,2060
SRFBP1,0.011374709678360911,0.0293,,3646
ABCA5,0.011367963890039514,0.0294,,11035
KIAA1586,0.011358359916522794,0.0295,,4328
PSMD1,0.011354595803870018,0.0295,,2138
PHF10,0.011352946787184603,0.0295,,4607
EBP,0.011352387275821982,0.0295,,5391
