Genes,Moran's I score,P-values,Adjusted P-values,Gene Indices
FOXP3,0.7251875241570614,0.0,,5417
TNFRSF18,0.689791508591201,0.0,,14
CXCL13,0.6801856256624077,0.0,,3130
ANXA1,0.676115857599279,0.0,,6297
IL32,0.586787997723063,0.0,,9817
CCR7,0.5851850718391252,0.0,,10761
BATF,0.555666961826207,0.0,,9163
S1PR1,0.535010800926871,0.0,,630
IL2RA,0.5101030979738134,0.0,,7407
TIGIT,0.5062752736519727,0.0,,2636
CXCR4,0.5046933421032395,0.0,,1856
RPS12,0.5044256624904231,0.0,,4496
GNG4,0.47076757991971735,0.0,,1283
LAYN,0.4693745644899949,0.0,,7259
CARD16,0.4675218843662454,0.0,,7240
S100A4,0.4609763301018532,0.0,,845
RPS27,0.4357460895181861,0.0,,861
RPL13,0.4343790888701317,0.0,,10351
HSPA1A,0.42921601224433625,0.0,,4136
HSPA1B,0.42731695737646475,0.0,,4137
CTSC,0.4259180102732956,0.0,,7205
CXCR6,0.41002107162194007,0.0,,2375
IL1R2,0.4029206806369577,0.0,,1750
ZFP36L2,0.39943070699402944,0.0,,1492
HSPE1,0.39698152959065314,0.0,,2007
GPR183,0.3953566075204387,0.0,,8771
RGCC,0.3906603142519749,0.0,,8672
PABPC1,0.3878627931290902,0.0,,5992
IGFL2,0.3757606435891647,0.0,,12432
NMB,0.3754404069866598,0.0,,9642
HTATIP2,0.3735015721855702,0.0,,6796
HSPB1,0.37094425751662585,0.0,,4876
FKBP4,0.36646401122381816,0.0,,7890
CD27,0.36358713311839574,0.0,,7909
RPS18,0.36331735210733296,0.0,,4186
SESN3,0.36106243964051254,0.0,,7223
GBP5,0.35752999302639304,0.0,,583
RPL30,0.348357156287823,0.0,,5977
CACYBP,0.34812719006679504,0.0,,1037
HSP90AA1,0.3476253400138742,0.0,,9259
LAG3,0.3468401244363437,0.0,,7930
RPL10,0.3463904538744633,0.0,,5675
HSPH1,0.3450675654394731,0.0,,8644
LTB,0.3442254522087209,0.0,,4117
RPL34,0.3442008012329909,0.0,,3214
TRAT1,0.34047480824312454,0.0,,2606
CTLA4,0.3403351798793776,0.0,,2050
CCR8,0.33946077901276933,0.0,,2336
NR3C1,0.3388853360491911,0.0,,3767
HLA-DRB1,0.33727561657938104,0.0,,4161
RPS27A,0.3358895064695751,0.0,,1530
ACP5,0.3329794595928893,0.0,,11968
RPL28,0.33221299774173235,0.0,,12601
TNFRSF9,0.33166711880678384,0.0,,90
LAIR2,0.3285387670221725,0.0,,12586
AHSA1,0.32749112082760645,0.0,,9181
BHLHE40,0.3265839703258398,0.0,,2211
HSP90AB1,0.3263467142076153,0.0,,4301
CD55,0.3262746373252031,0.0,,1159
GIMAP7,0.32623872753610755,0.0,,5229
ICOS,0.3261578791300931,0.0,,2051
RPL32,0.32590460726282827,0.0,,2250
RPS21,0.325532050318066,0.0,,11677
TBC1D4,0.32509988776640314,0.0,,8741
TNFRSF4,0.3249930207859571,0.0,,15
RPLP2,0.32449891812813425,0.0,,6681
SAT1,0.32183101402870884,0.0,,5337
GNG2,0.3151582302316697,0.0,,9017
CCL5,0.3136362526097586,0.0,,10701
IKZF2,0.31320448773153653,0.0,,2071
SERPINH1,0.31239559365278985,0.0,,7158
SYTL2,0.31043138466671477,0.0,,7197
MIR4435-2HG,0.3092321829182221,0.0,,1776
DNAJB1,0.30914821902040046,0.0,,12032
IL7R,0.30665490338990437,0.0,,3418
CD2,0.3060821678152167,0.0,,718
SELL,0.30601555830869687,0.0,,1014
RPL11,0.3051865696450728,0.0,,202
UBC,0.30413861608152026,0.0,,8564
BAG3,0.3029620519732267,0.0,,7821
RPS3,0.30021360395828506,0.0,,7155
HLA-DRB5,0.2989123589180479,0.0,,4160
KLF2,0.2971392198514256,0.0,,12051
FTH1,0.2960389282317482,0.0,,6922
CST7,0.2907553961220749,0.0,,11473
DNAJA1,0.28867837179135153,0.0,,6210
RPL19,0.288262961716881,0.0,,10735
RPS8,0.2856214357649176,0.0,,429
TPT1,0.2854675176990411,0.0,,8686
CD74,0.2844954511102105,0.0,,3789
HSPD1,0.2835778034275153,0.0,,2006
SYNGR2,0.2829663893061163,0.0,,11116
RPL18A,0.2827610925193982,0.0,,12084
BST2,0.2825195315746394,0.0,,12073
ADGRG1,0.281598611972967,0.0,,10142
ZFP36,0.2797318606935431,0.0,,12297
HSPA8,0.27740710973057753,0.0,,7339
CD200,0.27572890309564557,0.0,,2615
RPL41,0.2756691645355635,0.0,,8204
B2M,0.27361130267034145,0.0,,9421
TNFRSF1B,0.2721206797540222,0.0,,135
RPS3A,0.2698212412184888,0.0,,3295
DUSP4,0.2671360691494253,0.0,,5797
ALOX5AP,0.26643962388225745,0.0,,8643
G0S2,0.2659158947987542,0.0,,1164
STAM,0.26585604623387993,0.0,,7452
TCF7,0.265837999124393,0.0,,3684
RPS14,0.26529171575744975,0.0,,3790
CD7,0.2647559577470236,0.0,,11186
MRPL18,0.26325860676349533,0.0,,4588
PKM,0.26268984174640325,0.0,,9549
RPS25,0.26207528705245664,0.0,,7313
CHORDC1,0.25943504128127887,0.0,,7206
LEF1,0.25903114263903415,0.0,,3212
SLA2,0.25483505935460915,0.0,,11546
ARL6IP5,0.2548082130348538,0.0,,2550
RPS28,0.25427406890457366,0.0,,11895
RPS29,0.25324578247432766,0.0,,8991
PDE7B,0.25318705905468536,0.0,,4504
RPS23,0.2510527740776839,0.0,,3569
RPL3,0.24839258606716078,0.0,,12916
SLC28A3,0.246770163199068,0.0,,6320
BCAT1,0.24664117002088265,0.0,,8021
RTKN2,0.2455766851268825,0.0,,7548
GCNT1,0.24464191933694393,0.0,,6304
GRSF1,0.2438890935413208,0.0,,3110
GAPDH,0.24315226628013475,0.0,,7915
NINJ1,0.24285772360178484,0.0,,6348
PCAT29,0.24272054137097698,0.0,,9545
STIP1,0.24217848566789207,0.0,,6968
ABLIM1,0.2419502233398212,0.0,,7804
CHN1,0.24155775413194647,0.0,,1936
RPS6,0.24011902414584554,0.0,,6188
AC133644.2,0.2400871860516584,0.0,,1678
RPL37,0.23796130286217967,0.0,,3431
CD3E,0.23724570956730318,0.0,,7295
DNAJA4,0.23695146045959925,0.0,,9605
MT-ND3,0.23259930905113152,0.0,,13188
PTPN13,0.23108641252532228,0.0,,3156
GNA15,0.23093649920771087,0.0,,11802
RPS5,0.23092089685487446,0.0,,12678
CCDC50,0.2307001374071685,0.0,,2884
LSP1,0.2300423809009603,0.0,,6697
VIM,0.22778755235823814,0.0,,7448
HLA-DQA1,0.22732021224888435,0.0,,4162
RPS15A,0.2263061186441535,0.0,,9912
LGALS3,0.22598909570443187,0.0,,9038
ZFAND5,0.2241831592978259,0.0,,6296
RPLP1,0.2232942289446424,0.0,,9544
RPS19,0.22192473249649924,0.0,,12347
S100A11,0.22038559170501756,0.0,,843
SQSTM1,0.22006628303092562,0.0,,3900
PMAIP1,0.21912930941421177,0.0,,11336
GBP2,0.21697628528693666,0.0,,580
GZMB,0.2169747490518703,0.0,,8950
RPL39,0.21682752678776468,0.0,,5582
OAZ1,0.2168270885205645,0.0,,11784
RPS13,0.21611360672400595,0.0,,6779
JUN,0.21522807848436107,0.0,,507
AC092580.4,0.21519127249641745,0.0,,1343
ZBTB38,0.21437531663514256,0.0,,2748
DNPH1,0.2138057228164181,0.0,,4283
BCL2L1,0.2122116272118995,0.0,,11486
LGALS1,0.21190279124072636,0.0,,12879
EEF1A1,0.21153491329381105,0.0,,4350
MT-CYB,0.21019220546106065,0.0,,13193
DOK2,0.20960481716093618,0.0,,5745
GNLY,0.20912484782858662,0.0,,1661
RALA,0.208986385854234,0.0,,4764
TYMP,0.2088695403394149,0.0,,13021
LY6E,0.20885061010839295,0.0,,6081
RPL23A,0.208495216817355,0.0,,10630
NUDC,0.20793374347609575,0.0,,249
SUMO2,0.2076009888558254,0.0,,11063
BHLHE40-AS1,0.20542753173821188,0.0,,2210
FAS,0.20489879943818998,0.0,,7657
ZBED2,0.20316432321948988,0.0,,2609
GLIPR1,0.20170656877101623,0.0,,8312
IGFBP4,0.20122920672138522,0.0,,10759
UBB,0.20029602135244953,0.0,,10554
TNFSF4,0.19944792724357946,0.0,,1027
KLF3,0.19928602270439108,0.0,,3048
DDIT4,0.19874513000910657,0.0,,7590
MALT1,0.19852396152529633,0.0,,11332
TGFB1,0.19848109026761304,0.0,,12336
CD82,0.1982811852523446,0.0,,6842
CASP1,0.19759272176419462,0.0,,7239
RPS16,0.19737098886114157,0.0,,12299
DNAJB6,0.19684069163630347,0.0,,5270
PLAC8,0.19639158291730974,0.0,,3149
GK,0.19626602234639104,0.0,,5345
DYNLL1,0.1948625310135241,0.0,,8497
PDCD1,0.1948606864300488,0.0,,2199
RPS15,0.1945958795667322,0.0,,11755
FANK1,0.19436126259285466,0.0,,7852
REL,0.19406400928749515,0.0,,1541
CRADD,0.19381567648084047,0.0,,8344
CD83,0.1937584079235351,0.0,,3971
LMNA,0.19360427245992495,0.0,,909
BCAS3,0.19342322798075456,0.0,,10979
HSPA6,0.19331580953362368,0.0,,974
S100A6,0.19211520416109684,0.0,,844
NAMPT,0.19207193565968012,0.0,,5026
CTSD,0.19138515094947098,0.0,,6696
HLA-DPB1,0.19132367644260803,0.0,,4178
RAC2,0.19132091787845343,0.0,,12874
TCP1,0.1906413766014322,0.0,,4587
RPL38,0.19057344096654547,0.0,,11044
XCL1,0.18935232799973928,0.0,,1007
RP11-443B7.1,0.18926940556828004,0.0,,13523
SLC7A5,0.18888089959972473,0.0,,10327
EBI3,0.18860842956398866,0.0,,11824
FABP5,0.18858102121561993,0.0,,5933
PFN1,0.1883344147312503,0.0,,10438
RPL35A,0.18786810520308353,0.0,,2925
ID3,0.1871841368750682,0.0,,201
ZFAND2A,0.1870751687772459,0.0,,4625
GZMA,0.1869092950004705,0.0,,3463
EMP3,0.18653637030411355,0.0,,12464
LINC00152,0.1859075282051396,0.0,,1679
CORO1B,0.1855192516660969,0.0,,7086
CHST7,0.1852028900090209,0.0,,5369
HSPA4,0.18500536783065083,0.0,,3679
CREM,0.18466822766672375,0.0,,7498
RPL8,0.1842655642958561,0.0,,6139
BACH2,0.1835384280433584,0.0,,4394
AHI1,0.1829845505298764,0.0,,4502
AC145110.1,0.18236489325317368,0.0,,5799
MT-ND4L,0.18198325226202214,0.0,,13189
P2RY8,0.18197769568725247,0.0,,5285
CCT4,0.18185099868678575,0.0,,1551
GRAMD1A,0.18167193842680554,0.0,,12196
UBE2E3,0.18108959753662965,0.0,,1961
PTGER4,0.17995095597930516,0.0,,3428
GLRX,0.1795702703102648,0.0,,3595
RPL14,0.1790910007736735,0.0,,2341
SOD1,0.1790652721296293,0.0,,13069
PRDX1,0.1789093233963313,0.0,,442
RPL9,0.17839885541885522,0.0,,3054
TRABD2A,0.1780216190295549,0.0,,1646
CMTM7,0.17652289992701933,0.0,,2303
MT2A,0.1753276783036568,0.0,,10119
PIM2,0.17477221281816102,0.0,,5403
SNAP23,0.1746735655029879,0.0,,9391
PBXIP1,0.17434811943940978,0.0,,872
ENTPD1,0.17431058756383278,0.0,,7688
CNIH1,0.173746707765253,0.0,,9030
IL1R1,0.17368249024778543,0.0,,1751
IFITM2,0.173599751889945,0.0,,6655
RGS1,0.17338048511221454,0.0,,1078
RPS4X,0.17308411038880447,0.0,,5490
TXN,0.17134446257351835,0.0,,6408
HLA-A,0.17036687292931435,0.0,,4074
ENO1,0.17029577584693237,0.0,,95
TTC39C,0.17005042977012716,0.0,,11262
OAS1,0.16960770451423818,0.0,,8455
CD3D,0.1695686634316402,0.0,,7296
CREB3L2,0.16956361521058375,0.0,,5118
MT-ND1,0.169212776632393,0.0,,13181
CUL9,0.1688707307386996,0.0,,4282
HERPUD1,0.1687187328106985,0.0,,10128
CD6,0.1683257091228898,0.0,,6905
RPL29,0.16708279646600965,0.0,,2485
SOX4,0.1667547845702882,0.0,,3989
GNG8,0.16646185685006576,0.0,,12437
RPS2,0.16598583255204807,0.0,,9772
GADD45A,0.16572834752042068,0.0,,532
PTGES3,0.16567376038841808,0.0,,8227
IL2RB,0.16556973588600019,0.0,,12871
ANXA2,0.16523758630653307,0.0,,9484
LY75,0.16329970994007936,0.0,,1891
FAM102A,0.16116120958736352,0.0,,6498
SARAF,0.16099899173442475,0.0,,5800
RPL36,0.1607623951969979,0.0,,11845
FKBP1A,0.16028382885577797,0.0,,11391
TNFSF8,0.16020216751254185,0.0,,6440
PLA2G16,0.16001004602772423,0.0,,6958
IFITM1,0.15989438601026149,0.0,,6657
RPL21,0.15948260158878488,0.0,,8625
PGM2L1,0.15942024578336253,0.0,,7146
PIK3R1,0.15941090816225995,0.0,,3500
SH2D1A,0.1593561709831745,0.0,,5597
CCR6,0.15925005615479423,0.0,,4602
DUSP2,0.15917998209895393,0.0,,1702
HLA-DRA,0.15909159622146993,0.0,,4159
MAGEH1,0.1588942105386121,0.0,,5444
RDH10,0.15878094441220533,0.0,,5915
MT-CO3,0.1587142370132322,0.0,,13187
SPATS2L,0.15863046797884403,0.0,,2016
RARRES3,0.15842080717557422,0.0,,6956
ATP5E,0.15836121225410155,0.0,,11661
ANXA6,0.15807403560756716,0.0,,3796
MT-CO2,0.15800618389465904,0.0,,13184
PTMS,0.15780311121022908,0.0,,7929
FCRL3,0.15778701656662217,0.0,,934
P4HA2,0.15752026333407831,0.0,,3667
FCMR,0.1574986842688031,0.0,,1156
C11orf73,0.1574871131514645,0.0,,7200
AC017002.1,0.1573383069220696,0.0,,1778
MALAT1,0.15720421937498233,0.0,,7019
FAU,0.15693848962537052,0.0,,7006
FLNA,0.15661758621575358,0.0,,5673
TMSB4X,0.1555980070002388,0.0,,5304
MTHFD2,0.15546917756616582,0.0,,1624
COTL1,0.15538420286208057,0.0,,10308
CDK6,0.15536023500694157,0.0,,4911
CD28,0.154567969178543,0.0,,2049
DEDD2,0.15432660083290403,0.0,,12355
RGS2,0.15409510311282185,0.0,,1080
RPS9,0.15370060857303935,0.0,,12581
EEF1B2,0.15335325963400756,0.0,,2056
TBC1D8,0.1530976464690858,0.0,,1746
POU2F2,0.15298013403495947,0.0,,12353
CD40LG,0.15238671574888923,0.0,,5630
HAVCR2,0.1523062604641118,0.0,,3811
HLA-DPA1,0.1518601261922064,0.0,,4177
SETD2,0.15140176199837252,0.0,,2386
PGAM1,0.15092254730864868,0.0,,7702
RPL13A,0.15023762498483775,0.0,,12493
NELL2,0.14995712615574958,0.0,,8075
RPL7A,0.14945921498733555,0.0,,6571
DGKE,0.14920683027097265,0.0,,10935
NFKBIA,0.14911439194656825,0.0,,8973
LCK,0.1475991829530132,0.0,,299
PCED1B,0.14746899181220935,0.0,,8083
MT-ATP6,0.14731331431945768,0.0,,13186
LITAF,0.14702060261314853,0.0,,9876
SELPLG,0.1463713380967088,0.0,,8411
LINC00519,0.14612819799113463,0.0,,13383
GIMAP4,0.1460372251613174,0.0,,5230
IGFLR1,0.14557389995253825,0.0,,12211
MBP,0.14520142033546063,0.0,,11365
KIAA0319L,0.14454123817360767,0.0,,328
CLIC1,0.14453375325479895,0.0,,4132
CD247,0.14387891310421932,0.0,,994
JAK1,0.14311649618619166,0.0,,522
TGFBR2,0.14296511251657895,0.0,,2298
ZEB2,0.14286653688550102,0.0,,1860
TANK,0.14272517405851057,0.0,,1893
S100A10,0.14270560674930366,0.0,,842
FAM153B,0.1414609890389733,0.0,,3853
BCL2A1,0.1412440388174448,0.0,,9617
CALM3,0.14117169820162231,0.0,,12435
DYNLRB1,0.1407825044853045,0.0,,11514
GEM,0.14018078253063357,0.0,,5961
STAT3,0.14001392205713864,0.0,,10785
HMGB2,0.13944263261857576,0.0,,3328
SPTBN1,0.13924531763430548,0.0,,1527
RP11-727F15.9,0.13921018273564076,0.0,,6953
ID2,0.1386794765934497,0.0,,1345
IFI6,0.13719209431742208,0.0,,258
TSHZ2,0.13708866136416525,0.0,,11639
IFITM3,0.13615083147259427,0.0,,6659
JUNB,0.13590173969225855,0.0,,11995
CD4,0.13561109585306427,0.0,,7931
RPS27L,0.1354877135151831,0.0,,9490
SH3BGRL,0.1352002658801604,0.0,,5515
RHBDD2,0.1349692923992071,0.0,,4871
CD177,0.1342920529737347,0.0,,14094
FASN,0.13421311528084223,0.0,,11182
CCNG2,0.1341803499417133,0.0,,3129
DNAJB4,0.13416437014950525,0.0,,552
RNF145,0.13406655483788749,0.0,,3820
RNF213,0.13310735439825272,0.0,,11140
HLA-DQA2,0.13239076812660744,0.0,,4164
SRGN,0.1321616952469915,0.0,,7568
ACTB,0.13179608874286872,0.0,,4653
SRP14,0.13170663610499653,0.0,,9348
CMSS1,0.13113579955717503,0.0,,2581
DCXR,0.13094532133465667,0.0,,11178
ZFP36L1,0.13092519060160593,0.0,,9106
PTTG1,0.12980862612228225,0.0,,3826
MT1E,0.12851585416383188,0.0,,10120
LRMP,0.12808649858050328,0.0,,8022
RPL10A,0.12795551046325218,0.0,,4219
SEC14L1,0.12787945366162995,0.0,,11110
GIMAP5,0.1278781521748241,0.0,,5234
GALM,0.12768237373072724,0.0,,1479
APBB1IP,0.1274086078591704,0.0,,7467
SATB1,0.12710472705519435,0.0,,2281
RPL36A,0.12659518445027884,0.0,,5526
ADGRE5,0.1265127402657246,0.0,,12028
RBPJ,0.12639137467254216,0.0,,3040
IL21R,0.12637447322359174,0.0,,9964
RAB11FIP1,0.1262243113333298,0.0,,5818
MT-ND2,0.12565717752629635,0.0,,13182
CYSLTR1,0.12420424325829721,0.0,,5509
CD69,0.12418296631149318,0.0,,7967
HLA-DMA,0.12407272102940392,0.0,,4173
HLA-C,0.12400586280383893,0.0,,4107
IL12RB2,0.1239175598035586,0.0,,530
UGP2,0.12390225872434327,0.0,,1558
FAM65B,0.12372447910385997,0.0,,3997
AC002331.1,0.12360756426340705,0.0,,9958
MT-CO1,0.12338256459375357,0.0,,13183
BTLA,0.12330568635079968,0.0,,2616
MYO7A,0.12329822284421979,0.0,,7170
MT-ATP8,0.12288571855142276,0.0,,13185
CSF1,0.1226502899556313,0.0,,661
RAB27A,0.12247510073418695,0.0,,9463
LEPROTL1,0.12246242329423426,0.0,,5802
PPM1G,0.12238669010957179,0.0,,1428
CD52,0.12236344213771187,0.0,,238
TPI1,0.12218570712340301,0.0,,7934
CCT3,0.1220920999626584,0.0,,919
HLA-DQB1,0.1214132924632359,0.0,,4163
HLF,0.12122241287517382,0.0,,10930
SNHG8,0.12120015176153728,0.0,,3231
TNFRSF11A,0.12118826566382751,0.0,,13445
ARG2,0.12111354238864662,0.0,,9101
MBOAT7,0.12095405652671673,0.0,,12579
FKBP5,0.12095070097382088,0.0,,4221
SNX9,0.12078292032968176,0.0,,4570
ZC3H12D,0.1198338654592599,0.0,,4542
H3F3B,0.11929012561362819,0.0,,11077
PHLDA1,0.11907027410292166,0.0,,8315
SEC11A,0.11888459375947255,0.0,,9643
MARCKSL1,0.11888217870507241,0.0,,301
ACOT9,0.1182920680209605,0.0,,5336
CD3G,0.11808903170265704,0.0,,7297
TMSB10,0.11805881742798294,0.0,,1647
IL1RL1,0.11787864576061802,0.0,,1752
PPP2R5C,0.11777491058290022,0.0,,9256
VIPR2,0.11770791024791238,0.0,,5275
CCR4,0.11741676786947514,0.0,,2307
PLAGL2,0.11728722540926127,0.0,,11492
PTPN1,0.11722037944196276,0.0,,11629
MGAT4A,0.11707484521693219,0.0,,1730
RAB9A,0.11705585571806286,0.0,,5306
STARD7,0.11701096343596183,0.0,,1703
ARHGDIB,0.11674829592537593,0.0,,8007
APOBEC3G,0.11636504135860572,0.0,,12912
MAF,0.1162339471576273,0.0,,10288
RPLP0,0.11607656891327559,0.0,,8488
CTSB,0.1157494210102198,0.0,,5730
ATP13A3,0.11561672575817165,0.0,,2888
CCND2,0.11552193383372908,0.0,,7900
PTP4A3,0.11551250900626901,0.0,,6076
KRT86,0.11544768196754629,0.0,,8152
RPS7,0.1154317813248947,0.0,,1339
IL10RA,0.11479783980323716,0.0,,7291
FLVCR2,0.11468459836912653,0.0,,9164
SEC11C,0.11401894966954726,0.0,,11334
DAPK2,0.1135603714941015,0.0,,9497
ITGB2,0.11309656220824134,0.0,,13159
CKS2,0.11290695071088167,0.0,,6330
DFNB31,0.11289133253533652,0.0,,6437
GPR171,0.11239195875649464,0.0,,2777
LIMA1,0.11237478985447398,0.0,,8131
RPL12,0.11227817425115734,0.0,,6484
TNIP1,0.11217849201240822,0.0,,3795
TFRC,0.11214164717703644,0.0,,2904
ATP5G2,0.11198304317707405,0.0,,8176
SLC2A8,0.11150262898804858,0.0,,6482
LAPTM4B,0.11130788333625213,0.0,,5976
SH2D2A,0.11129255188077054,0.0,,931
EZR,0.1111580308336358,0.0,,4579
SAMHD1,0.11107383224675578,0.0,,11550
SERPINB9,0.11103735659809606,0.0,,3928
EPB41,0.11078201396218527,0.0,,279
RPL18,0.1104860212877386,0.0,,12472
HMOX1,0.11037666590857796,0.0,,12855
CFL1,0.11027626356041498,0.0,,7034
LGMN,0.10993681811778575,0.0,,9219
NOP58,0.10988981220477669,0.0,,2039
STAT5A,0.10984003123971381,0.0,,10784
PGAP1,0.10941273495612809,0.0,,2001
ST13,0.10932716471896368,0.0,,12929
SC5D,0.10928178457955379,0.0,,7333
TRAF3IP3,0.10827117230042592,0.0,,1166
HPRT1,0.10805747732459826,0.0,,5616
AC069363.1,0.10771585125379232,0.0,,10702
PDE4D,0.1076605350904516,0.0,,3477
ATOX1,0.10749376773396234,0.0,,3800
IKZF4,0.10722084926574095,0.0,,8200
SERF2,0.10715674643062217,0.0,,9410
TC2N,0.10715362139014152,0.0,,9212
PRRG4,0.10706758202140175,0.0,,6813
AQP3,0.10691111615342098,0.0,,6217
PRF1,0.1067655052115562,0.0,,7581
LAPTM5,0.10674748804873808,0.0,,283
LRRC32,0.10612151471236042,0.0,,7167
HLA-B,0.10602545907288081,0.0,,4108
MT-ND4,0.1054896981191673,0.0,,13190
CTSW,0.10544916459798108,0.0,,7037
PLAUR,0.1054328943740611,0.0,,12375
RP11-121P12.1,0.10539783934191875,0.0,,1096
FRMD4B,0.10536504298090904,0.0,,2552
CD44,0.10530537609109804,0.0,,6829
KLRB1,0.10520975599429144,0.0,,7963
TSPO,0.10515543049951673,0.0,,12970
CRIP2,0.10514023381718288,0.0,,9296
NFKB2,0.10512731207240657,0.0,,7747
TMEM140,0.10450269717317234,0.0,,5110
TSPAN5,0.10436418151092526,0.0,,3177
BAZ1A,0.1043620814547283,0.0,,8966
RPL22,0.10436000169805226,0.0,,70
PRDX5,0.10427095602859388,0.0,,6982
ZNF331,0.10425861809846772,0.0,,12570
C1orf228,0.10403841555313603,0.0,,426
SMS,0.10390949250895451,0.0,,5333
C12orf75,0.1038636246730662,0.0,,8395
ISOC1,0.10385921876987528,0.0,,3659
CTSL,0.10337629538515909,0.0,,6327
LMO4,0.1032940360807083,0.0,,573
TRAF1,0.10299277451977396,0.0,,6449
BTG1,0.10265177195683371,0.0,,8336
CCDC109B,0.10257821296460964,0.0,,3218
ITPR1,0.10253251747547974,0.0,,2207
NCF4,0.10253143507258905,0.0,,12866
RNF125,0.1023127804865268,0.0,,11270
ARPP19,0.10231122025325388,0.0,,9460
ICAM2,0.10227909654191707,0.0,,11001
TPP1,0.1022394640912558,0.0,,6735
ARPC3,0.10218148564376511,0.0,,8432
ARPC1B,0.1020529392063109,0.0,,4933
OASL,0.10190669667881491,0.0,,8507
ARHGAP25,0.10164763581858746,0.0,,1582
PDE4B,0.10133823434134628,0.0,,526
RASGRP2,0.10130725853810196,0.0,,6986
CTC-490G23.2,0.10121473647665033,0.0,,12365
CUTA,0.10079589955150461,0.0,,4196
N4BP3,0.10058341543653702,0.0,,3884
TRAF3,0.10050309419423953,0.0,,9267
GLUL,0.10038092471100904,0.0,,1058
RHBDF2,0.10033774870572679,0.0,,11099
LDHA,0.10025129687293616,0.0,,6788
MYL12A,0.10023789842529515,0.0,,11213
SLC2A3,0.10008463360794946,0.0,,7951
PTPRC,0.09975187113197995,0.0,,1092
UBE2D3,0.09974348810976418,0.0,,3196
TCEB2,0.09973779557297398,0.0,,9806
SH3BGRL3,0.0996955850158427,0.0,,236
BANF1,0.09962999247287398,0.0,,7045
ZNF282,0.09957950279841431,0.0,,5212
PRDM1,0.09956093359630519,0.0,,4415
HNRNPUL1,0.09933611538078273,0.0,,12335
METTL7A,0.09922823071775207,0.0,,8135
SUGT1,0.0989572446404705,0.0,,8732
NUDT4,0.0988058128019286,0.0,,8340
GABARAPL1,0.09871418629859983,0.0,,7969
EIF3J,0.09865354101265669,0.0,,9418
RPL37A,0.09856563226549167,0.0,,2080
RHOG,0.09854946378147254,0.0,,6717
TUBA1B,0.09840216537087683,0.0,,8111
CLEC2B,0.09797172670603924,0.0,,7968
KIAA1217,0.09783486022560292,0.0,,13362
CAPZB,0.09757357986082377,0.0,,174
UNQ6494,0.09726806798030802,0.0,,6334
TUBA4A,0.09679331791842365,0.0,,2107
RPL26,0.09665174419909967,0.0,,10526
RRP7A,0.0965796560942917,0.0,,12959
FZD3,0.09636965916856614,0.0,,5792
BTG3,0.09628974880588653,0.0,,13051
TMEM173,0.09606238548693169,0.0,,3728
HOPX,0.09573603459818439,0.0,,3099
ORAI2,0.0956825735681588,0.0,,4998
MTSS1,0.09552320128498587,0.0,,6046
MAL,0.09542956811247637,0.0,,1690
YWHAB,0.09534963521792732,0.0,,11582
MYADM,0.09526974954192469,0.0,,12571
TSPAN2,0.0952633903630299,0.0,,712
BIRC3,0.0951498648157577,0.0,,7231
TRIB2,0.09514476580996803,0.0,,1368
SLC1A4,0.09505687809168424,0.0,,1567
EVL,0.09497855164963646,0.0,,9249
MRPS6,0.09471146666270273,0.0,,13096
NAP1L4,0.09445387069243544,0.0,,6708
DTHD1,0.09435007066065593,0.0,,3044
SH3KBP1,0.09422244630104817,0.0,,5326
PYHIN1,0.09413838895287047,0.0,,935
TNFAIP8,0.09411136556026524,0.0,,3644
PHACTR2,0.09378189423957557,0.0,,4527
FURIN,0.09375009871240524,0.0,,9677
EPAS1,0.09364204834859319,0.0,,1503
SIAH2,0.09341170316393067,0.0,,2776
WIPF1,0.09333950662184741,0.0,,1933
SLA,0.09331898721853324,0.0,,6063
SAMSN1,0.09327707907737809,0.0,,13046
CYBA,0.09318222287424752,0.0,,10332
PCBD1,0.09316934981609457,0.0,,7583
MOB3A,0.09304223981294679,0.0,,11776
WARS,0.09284781337599347,0.0,,9252
POMP,0.09278280759784359,0.0,,8635
EML2,0.0926085032607668,0.0,,12420
ETV7,0.09252448481968467,0.0,,4227
GADD45B,0.09250089325561167,0.0,,11790
MIR3142HG,0.09239514073295531,0.0,,3827
RASSF5,0.09239098298551258,0.0,,1151
PRKX,0.09235819630343314,0.0,,5293
PPID,0.0923405446197603,0.0,,3309
NFATC1,0.09214252269953327,0.0,,11367
TAGLN2,0.09211311825263963,0.0,,940
UXS1,0.09197900941784126,0.0,,1764
GALNT2,0.09180250646128589,0.0,,1252
RPL27A,0.09176375545619388,0.0,,6741
RAB33A,0.09167102846350235,0.0,,5606
ODF3L1,0.09160383517825788,0.0,,14037
PMVK,0.09159708891495269,0.0,,870
RAN,0.09152262750699787,0.0,,8571
ENOX1,0.09146712701560152,0.0,,13678
SIRPG,0.09133081825081646,0.0,,11394
ITGB1,0.09089606496885222,0.0,,7495
ADTRP,0.09074563191283563,0.0,,3960
COX8A,0.09008236047846324,0.0,,6965
CD244,0.08997851205567604,0.0,,957
RPL5,0.08996740957299022,0.0,,598
CAP1,0.0899229135965074,0.0,,377
TSEN54,0.08981512556245008,0.0,,11072
SRSF2,0.08953089113543486,0.0,,11108
PEX3,0.08947537463507546,0.0,,4525
SASH3,0.0892631644744788,0.0,,5600
ACTG1,0.08906525093739054,0.0,,11150
